Apartment,Sleep_schedule,Noise_sensitivity,Cleanliness,Cleanliness_2,Cooking_at_home,Guests_over,Smoking,Alcohol,Vibe,Chores,Conflict,FlatmateFactors_Priority,Compatibility_Importance,Compatibility_OverallRating,Compat_DailyRoutines,Compat_Tidiness,Compat_Noise,Compat_Interaction,Compat_Conflict,Compat_Relaxedness,Unit,Gender,Age,Occupation,Nationality,LengthOfStay_days,RemainingStay_days,ApartmentSize,Emotional_Stability,Extraversion,Openness,Conscientiousness,Agreeableness,Noise_sensitivity_num,Cleanliness_num,Cleanliness_2_num,Cooking_at_home_num,Guests_over_num,Alcohol_num,Vibe_num,Chores_num,Compatibility_Importance_num,Compatibility_OverallRating_num,Smoking_num,Cluster_Task2,PC1,PC2,PC3,PC4,PC5,PC6,fit_distance
B.21,Before 22:00,Neutral,Extremely important,Rarely,Never,Rarely,Non-smoker,Never,Very social,Do my fair share,Compromise quickly,Not important / flexible,Slightly,Moderately compatible,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,B.21.3,male,21.0,Employed,Germany,55,309,4,3.0,3.0,3.0,2.5,3.0,3,5,1,1,2,1,5,3,2,3.0,0,2,-2.2529948196758007,-1.7484830246959506,-0.9626251951981963,1.9739183348833629,0.5577689581389085,0.1729320431445537,2.859764981961813
B.21,00:00-02:00,Neutral,Very important,Most of the time,Rarely,A few times per month,Non-smoker,Rarely,Quiet & private,Do them when asked,Try to solve problems through discussion,Shared interests / personality fit,Slightly,Moderately compatible,Agree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,B.21.4,male,20.0,Student,France,96,36,4,3.0,3.0,2.5,3.0,3.0,3,4,4,2,3,2,1,2,2,3.0,0,2,0.08020737236352961,-0.16420246422031576,-0.3142015343370532,-0.279916685553224,-0.5405015834114186,-0.49508304094091066,1.1486085349944224
B.22,22:00-00:00,Somewhat sensitive,Extremely important,Often,Once per week,Once per week,Smoker,Often,Balanced,Take responsibility for most,Avoid confrontation,Reliability in shared spaces,Slightly,Slightly compatible,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Disagree,B.22.4,female,33.0,Employed,India,197,187,4,3.0,2.0,2.5,4.0,4.0,4,5,3,3,4,4,3,5,2,2.0,1,3,1.1165307342931623,1.4052841424754121,2.7907209353151305,0.9853210797013494,-0.9885449586100443,1.9279893461687072,3.5172214016519825
B.22,00:00-02:00,Very sensitive,Very important,Most of the time,Once per week,Several times per week,Non-smoker,Rarely,Very social,Do my fair share,"Be direct, even if uncomfortable",Reliability in shared spaces,Not at all,Slightly compatible,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,B.22.2,male,23.0,Employed,Italy,116,248,4,3.0,3.5,3.0,2.0,2.5,5,4,4,3,5,2,5,3,1,2.0,0,1,-1.575712283925268,-0.46793237611952904,-2.1586483197440556,-0.15672972360540913,-0.045216107438248554,2.3081188159978794,3.0484033123434493
B.22,Before 22:00,Somewhat sensitive,Moderately important,Most of the time,Every day,Rarely,Non-smoker,Often,Mostly private,Do my fair share,Compromise quickly,Respect for boundaries,Extremely,Slightly compatible,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,B.22.1,male,26.0,Student,Nigeria,122,248,4,3.0,3.5,3.5,2.5,3.5,4,3,4,5,2,4,2,3,5,2.0,0,1,-0.07618627135073547,1.6208455562076483,-0.5088080026231016,-2.2676115573664126,0.23922845793081776,0.3549655960307248,2.394828155768847
B.23,Before 22:00,Neutral,Moderately important,Rarely,Once per week,Rarely,Smoker,Often,Mostly private,Avoid them,Avoid confrontation,Respect for boundaries,Extremely,Very compatible,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,B.23.2,unknown,27.0,Employed,Nepal,328,36,3,3.0,4.5,2.5,3.0,3.0,3,3,1,3,2,4,2,1,5,4.0,1,0,2.20476881626792,-0.24521044367184666,1.5181047577767148,-0.5849030974120856,1.6321345554093487,-1.4411410812608332,3.062789231838711
B.23,22:00-00:00,Somewhat sensitive,Very important,Rarely,Rarely,Rarely,Non-smoker,Sometimes,Social & lively,Often take initiative,Compromise quickly,Being social and engaging,Moderately,Very compatible,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,B.23.1,unknown,23.0,Student,India,92,279,3,3.5,2.0,3.5,2.5,3.0,4,4,1,2,2,3,4,4,3,4.0,0,2,-1.0411760785397834,-0.8968054327264279,-0.5926028187955981,1.1313306719206686,-0.8426091954357503,1.0606310167472268,2.6920619154562533
B.23,22:00-00:00,Somewhat insensitive,Very important,Most of the time,Rarely,Never,Non-smoker,Sometimes,Social & lively,Take responsibility for most,Try to solve problems through discussion,Reliability in shared spaces,Extremely,Very compatible,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,B.23.3,unknown,21.0,Student,South Korea,177,187,3,3.5,3.0,2.5,3.5,3.5,2,4,4,2,1,3,4,5,5,4.0,0,3,0.30264122773397883,1.3883950008650277,0.35797222972016524,1.5332540476917047,0.05538302192252444,-0.05144258759501977,1.5846927441080403
B.24,00:00-02:00,Neutral,Not at all important,Often,Several times per week,Rarely,Non-smoker,Rarely,Balanced,Do them when asked,"Be direct, even if uncomfortable",Reliability in shared spaces,Slightly,Very compatible,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,B.24.4,male,,Unknown,Unknown,55,309,5,4.0,3.0,1.5,3.0,2.5,3,1,3,4,2,2,3,2,2,4.0,0,2,-1.7540323329593752,1.1175318041230338,-1.0839991137060188,0.45800618394648857,-2.4834400229602442,-2.545133462233898,2.6962602314382584
B.24,22:00-00:00,Neutral,Very important,Rarely,Rarely,Rarely,Non-smoker,Sometimes,Mostly private,Often take initiative,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Moderately compatible,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,B.24.1,female,22.0,Student,Italy,97,279,5,2.5,3.0,3.0,2.0,2.5,3,4,1,2,2,3,2,4,2,3.0,0,2,-1.1913717942378301,-1.3430368888375157,-1.0538465106197383,0.017689435368182783,-0.08897669661836215,-0.7749217772820172,1.997842131859257
B.24,22:00-00:00,Very sensitive,Extremely important,Often,Every day,Never,Non-smoker,Rarely,Balanced,Do my fair share,Avoid confrontation,Similar daily routines,Moderately,Moderately compatible,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Disagree,B.24.3,female,17.0,Student,Kazakhstan,97,279,5,3.0,3.0,1.5,3.5,3.5,5,5,3,5,1,2,3,3,3,3.0,0,1,-1.5421182996422853,2.218916881255833,-0.38429975864179405,-0.08034047154690284,0.6685798785182949,-0.45969726547456524,2.4176157116400234
B.24,00:00-02:00,Neutral,Extremely important,Rarely,Once per week,Rarely,Non-smoker,Often,Balanced,Avoid them,Try to solve problems through discussion,Shared interests / personality fit,Slightly,Moderately compatible,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,B.24.5,male,22.0,Student,Austria,46,340,5,4.5,2.5,2.5,3.0,2.5,3,5,1,3,2,4,3,1,2,3.0,0,2,-1.8712741109037836,-1.4461052914894548,0.7640155809605603,1.1658207254101707,-0.17325294468142752,-1.4982835299260289,2.2262588752029235
B.24,22:00-00:00,Neutral,Very important,Always,Never,Never,Non-smoker,Often,Social & lively,Do them when asked,"Be direct, even if uncomfortable",Reliability in shared spaces,Moderately,Moderately compatible,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,B.24.2,male,21.0,Student,India,24,340,5,3.0,2.5,2.0,2.5,3.5,3,4,5,1,1,4,4,2,3,3.0,0,1,-2.3109072523370817,0.8615942937950514,0.47609507875546303,0.20675707247407002,-0.4948350137932375,-0.3801977572652759,1.33874967361122
B.31,22:00-00:00,Neutral,Moderately important,Sometimes,Several times per week,A few times per month,Non-smoker,Sometimes,Quiet & private,Often take initiative,Compromise quickly,Being social and engaging,Slightly,Not at all compatible,Disagree,Agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,B.31.4,female,23.0,Student,Unknown,91,5,4,3.5,2.5,3.0,2.5,3.5,3,3,2,4,3,3,1,4,2,1.0,0,0,0.8012417411740789,0.668444412176913,-0.5640266807470292,0.1839653982549821,-1.392182014706974,-0.5299733074689079,1.2377964560479293
B.31,After 02:00,Somewhat sensitive,Moderately important,Most of the time,Every day,Rarely,Non-smoker,Rarely,Mostly private,Take responsibility for most,Compromise quickly,Reliability in shared spaces,Very,Moderately compatible,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,B.31.3,unknown,19.0,Student,Palestine (unspecified code),208,156,4,3.5,3.0,3.5,3.0,3.0,4,3,4,5,2,2,2,5,4,3.0,0,1,0.6554438937199673,2.0624382498796083,-1.9896780024592404,-0.5309443761036715,-0.6949290937560969,0.5350830864352212,1.2377964560479293
B.32,00:00-02:00,Neutral,Moderately important,Always,Every day,Rarely,Non-smoker,Sometimes,Balanced,Often take initiative,Try to solve problems through discussion,Shared interests / personality fit,Moderately,Slightly compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,B.32.2,unknown,17.0,Student,United States,85,279,4,2.5,3.0,2.0,2.5,3.5,3,3,5,5,2,3,3,4,3,2.0,0,1,-1.361740433039715,2.753291851050774,-0.8020735610140709,-0.7550572588085293,-0.6675640209643782,-0.24083369274401825,2.733922724898352
B.32,Before 22:00,Somewhat sensitive,Moderately important,Sometimes,Several times per week,Never,Non-smoker,Never,Balanced,Do my fair share,Try to solve problems through discussion,Not important / flexible,Extremely,Extremely compatible,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,B.32.4,female,33.0,Employed,Portugal,85,5,4,2.5,3.0,3.0,2.0,3.0,4,3,2,4,1,1,3,3,5,5.0,0,0,0.8279549907000254,0.09494979875705632,-1.9958733892642395,-0.6863603290120109,-0.2065998390163729,-0.10125429568694459,1.6850194302720423
B.32,After 02:00,Somewhat insensitive,Very important,Rarely,Once per week,A few times per month,Non-smoker,Rarely,Balanced,Take responsibility for most,Try to solve problems through discussion,Similar daily routines,Very,Not at all compatible,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,B.32.1,unknown,33.0,Employed,China,238,126,4,3.0,3.0,2.5,3.5,3.5,2,4,1,3,3,2,3,5,4,1.0,0,0,1.8478911267613085,-0.1249823890421185,0.4167446579499451,1.6092639046761688,0.11034542904962831,-0.464902787693861,2.665305178260935
B.33,22:00-00:00,Neutral,Extremely important,Often,Once per week,Rarely,Non-smoker,Sometimes,Balanced,Do them when asked,Try to solve problems through discussion,Reliability in shared spaces,Very,Slightly compatible,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,B.33.3,male,40.0,Employed,Syria,85,279,4,2.5,3.0,3.5,3.0,3.5,3,5,3,3,2,3,3,2,4,2.0,0,3,0.042460872681301616,-1.0638970194781294,1.0087555591706332,-1.2598476385141266,0.20157404760192313,0.47525143788790486,1.8092492665211375
B.33,After 02:00,Very sensitive,Extremely important,Most of the time,Several times per week,Rarely,Non-smoker,Sometimes,Quiet & private,Do them when asked,"Be direct, even if uncomfortable",Respect for boundaries,Moderately,Slightly compatible,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,B.33.4,unknown,27.0,Job-seeking,India,24,340,4,3.5,3.0,2.5,4.0,3.5,5,5,4,4,2,3,1,2,3,2.0,0,3,-1.435806837744778,0.9197699396934307,1.2280508715683942,-1.6073816498238382,-0.4160532102308444,0.24128215710355463,1.2955678015108043
B.33,00:00-02:00,Somewhat sensitive,Extremely important,Always,Several times per week,Rarely,Non-smoker,Rarely,Mostly private,Do them when asked,Try to solve problems through discussion,Respect for boundaries,Slightly,Slightly compatible,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,B.33.2,female,23.0,Apprentice / Trainee,Spain,15,370,4,3.0,4.0,3.0,2.5,3.0,4,5,5,4,2,2,2,2,2,2.0,0,1,-2.5154805176423833,0.14125058615560865,-0.7334662053944321,-1.8227624506502422,0.16756317565842743,0.38524245292117015,1.8265381247708334
B.33,22:00-00:00,Very sensitive,Very important,Rarely,Several times per week,Rarely,Non-smoker,Often,Social & lively,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Not at all,Slightly compatible,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,B.33.1,male,24.0,Student,Germany,89,279,4,3.0,2.5,3.5,4.0,3.0,5,4,1,4,2,4,4,3,1,2.0,0,2,-1.0184404822189692,-0.02026761509545116,0.16939706955691503,-0.7401467575466103,-0.6516210059590687,0.10467043711491737,0.8689673279255522
B.34,Before 22:00,Somewhat sensitive,Very important,Most of the time,Every day,Never,Non-smoker,Rarely,Quiet & private,Often take initiative,Try to solve problems through discussion,Shared interests / personality fit,Extremely,Slightly compatible,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,B.34.5,male,23.0,Employed,Egypt,24,340,5,3.0,3.5,4.0,2.0,3.5,4,4,4,5,1,2,1,4,5,2.0,0,1,-1.5489993432253983,1.4739536662348018,-1.6779483742345023,-1.9760702795780898,0.41917971025616896,0.48916167974500485,2.5955344398916194
B.34,00:00-02:00,Somewhat insensitive,Very important,Sometimes,Never,Several times per week,Non-smoker,Sometimes,Balanced,Avoid them,Compromise quickly,Not important / flexible,Slightly,Very compatible,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,B.34.2,unknown,24.0,Student,France,85,279,5,2.5,3.0,4.0,2.0,3.5,2,4,2,1,5,3,3,1,2,4.0,0,2,-1.1576949587972984,-2.114281937461929,-0.04441569274542539,-0.0630770457053178,0.7876268182864259,0.34793153297983365,2.1450124130066857
B.34,22:00-00:00,Neutral,Very important,Often,Every day,Rarely,Non-smoker,Sometimes,Mostly private,Avoid them,"Be direct, even if uncomfortable",Reliability in shared spaces,Extremely,Moderately compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,B.34.1,male,24.0,Student,Spain,97,279,5,3.0,4.0,4.0,3.0,2.5,3,4,3,5,2,3,2,1,5,3.0,0,1,-0.6456343607092995,-0.27072173966937957,-0.702664805626122,-2.2577752641780813,1.5771763965757715,-0.9278803096587953,1.6833499221316444
B.34,Before 22:00,Somewhat insensitive,Moderately important,Rarely,Once per week,Once per week,Non-smoker,Very often,Balanced,Do them when asked,Avoid confrontation,Being social and engaging,Very,Slightly compatible,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,B.34.4,male,18.0,Student,India,85,279,5,3.5,2.5,3.5,3.0,3.0,2,3,1,3,4,5,3,2,4,2.0,0,3,-0.7719822739507548,-0.3857632121341979,0.6264904203614442,0.36953645933066653,0.5738705178889567,-0.9494014152237672,1.8976169395521991
B.41,22:00-00:00,Somewhat sensitive,Very important,Often,Every day,A few times per month,Non-smoker,Sometimes,Quiet & private,Avoid them,Compromise quickly,Shared interests / personality fit,Moderately,Very compatible,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly disagree,B.41.3,male,23.0,Student,France,194,5,4,3.0,3.5,2.5,2.0,2.0,4,4,3,5,3,3,1,1,3,4.0,0,0,1.0752803797439654,-0.627273920170841,-1.4270452061072565,-1.7615962885275092,0.3910117438488444,-0.57610742992945,3.2319022182177637
B.41,00:00-02:00,Neutral,Moderately important,Most of the time,Once per week,Rarely,Non-smoker,Very often,Balanced,Do them when asked,Compromise quickly,Respect for boundaries,Moderately,Extremely compatible,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,B.41.4,male,37.0,Job-seeking,Pakistan,208,156,4,4.0,2.5,2.5,4.0,4.0,3,3,4,3,2,5,3,2,3,5.0,0,3,1.6686917215712211,1.1185363142919302,2.066338346142251,-0.22915149915362235,-1.7491199160708748,-0.749477670573158,2.2436237032869926
B.41,22:00-00:00,Somewhat insensitive,Very important,Most of the time,Once per week,A few times per month,Non-smoker,Sometimes,Balanced,Avoid them,Avoid confrontation,Being social and engaging,Extremely,Extremely compatible,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,B.41.2,unknown,28.0,Student,India,50,340,4,3.0,3.0,2.0,3.0,3.0,2,4,4,3,3,3,3,1,5,5.0,0,3,-1.2170070648642248,-0.1055712799287663,1.0880455945639584,-0.25385234637926113,0.3158999662626066,-0.6248516685943819,1.916852092133234
B.41,After 02:00,Very insensitive,Slightly important,Often,Once per week,Never,Smoker,Often,Balanced,Do my fair share,Try to solve problems through discussion,Not important / flexible,Slightly,Very compatible,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Agree,B.41.1,female,20.0,Student,Spain,97,248,4,3.0,2.5,3.5,3.5,4.0,1,2,3,3,1,4,3,3,2,4.0,1,3,-0.6581981063746136,1.8397859934576357,1.7825869899371207,0.4353824245142474,-1.719087190305545,-1.7015224810634748,2.387636412765999
B.42,00:00-02:00,Neutral,Extremely important,Most of the time,Several times per week,Rarely,Non-smoker,Rarely,Very social,Take responsibility for most,Try to solve problems through discussion,Reliability in shared spaces,Extremely,Very compatible,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,B.42.1,female,18.0,Student,Turkey,246,126,4,3.0,3.0,1.5,3.5,2.0,3,5,4,4,2,2,5,5,5,4.0,0,0,0.6503004976155943,1.3229691199413796,-1.1625540241208594,1.609610767545875,1.0644415671721907,0.27809850891899507,2.829897831981739
B.42,After 02:00,Somewhat insensitive,Very important,Most of the time,Never,Once per week,Non-smoker,Never,Mostly private,Do them when asked,Try to solve problems through discussion,Respect for boundaries,Slightly,Moderately compatible,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,B.42.4,female,25.0,Employed,Spain,147,217,4,3.5,2.5,2.0,3.5,3.0,2,4,4,1,4,1,2,2,2,3.0,0,2,-0.24115862847270442,-0.7645918656301195,0.41361100939108586,1.4929506554556042,-1.3370886403812743,-0.42437778540015236,2.1863928558179624
B.42,22:00-00:00,Somewhat sensitive,Very important,Most of the time,Once per week,A few times per month,Smoker,Often,Quiet & private,Do them when asked,Try to solve problems through discussion,Similar daily routines,Very,Slightly compatible,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,B.42.3,unknown,33.0,Student,India,116,248,4,2.5,2.5,3.5,2.5,3.0,4,4,4,3,3,4,1,2,4,2.0,1,3,0.14989249269991353,-0.0042192604227476865,1.4771433997192573,-1.9724389889013487,-0.6928562704096464,1.3667994795251732,2.7253057559211418
B.42,22:00-00:00,Neutral,Very important,Often,Rarely,Once per week,Non-smoker,Sometimes,Balanced,Avoid them,Try to solve problems through discussion,Not important / flexible,Very,Extremely compatible,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Strongly agree,B.42.2,female,23.0,Student,Italy,76,309,4,3.0,2.5,4.0,2.0,3.5,3,4,3,2,4,3,3,1,4,5.0,0,2,-1.2035499813645107,-1.05185580991413,-0.1970133121350103,-0.4257828526211257,0.4740779796888457,1.2326168040101126,1.7769900082042802
B.43,00:00-02:00,Neutral,Very important,Most of the time,Rarely,Once per week,Smoker,Very often,Balanced,Often take initiative,Compromise quickly,Respect for boundaries,Moderately,Moderately compatible,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,B.43.4,unknown,28.0,Employed,India,85,279,4,3.5,3.0,2.5,4.0,3.0,3,4,4,2,4,5,3,4,3,3.0,1,3,-0.569951629258891,0.8869728519447444,2.861291689175233,0.47649534595674253,-0.5768145560531586,0.8044427257129096,2.595044528940128
B.43,00:00-02:00,Neutral,Very important,Often,Once per week,Once per week,Non-smoker,Sometimes,Social & lively,Often take initiative,"Be direct, even if uncomfortable",Respect for boundaries,Moderately,Not at all compatible,Disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Agree,B.43.3,unknown,24.0,Student,India,146,248,4,2.5,3.0,3.5,3.5,3.5,3,4,3,3,4,3,4,4,3,1.0,0,1,-0.1741496060632366,0.42053065337041395,0.06809885633041332,-0.039551654273751305,0.4620455353174289,1.0633491683430978,1.08938942966916
B.43,Before 22:00,Somewhat insensitive,Very important,Always,Rarely,Once per week,Non-smoker,Rarely,Quiet & private,Do them when asked,Try to solve problems through discussion,Respect for boundaries,Moderately,Slightly compatible,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,B.43.2,unknown,22.0,Student,Spain,85,279,4,3.5,2.5,3.5,2.5,3.0,2,4,5,2,4,2,1,2,3,2.0,0,2,-0.8499333981835687,-0.6255072397510134,-0.2653256529603036,-0.14277733949438237,-1.0372713907945248,0.5372217671720593,1.284682419882167
B.43,00:00-02:00,Neutral,Very important,Most of the time,Rarely,Once per week,Non-smoker,Rarely,Balanced,Do my fair share,Compromise quickly,Reliability in shared spaces,Slightly,Moderately compatible,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,B.43.1,male,23.0,Employed,Germany,147,217,4,3.0,3.5,3.5,3.5,2.5,3,4,4,2,4,2,3,3,2,3.0,0,2,-0.41219459796173863,-0.7704394571011564,-0.6986897759609356,-0.2378586013613289,-0.10189917932147483,0.5823193247579795,1.4558386589612975
B.44,00:00-02:00,Somewhat insensitive,Very important,Always,Several times per week,Several times per week,Smoker,Sometimes,Balanced,Take responsibility for most,Avoid confrontation,Reliability in shared spaces,Slightly,Slightly compatible,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,B.44.5,female,24.0,Student,Cameroon,55,36,5,4.5,4.0,3.0,2.0,4.0,2,4,5,4,5,3,3,5,2,2.0,1,3,-0.12468847798107004,2.15630146232956,0.3921086036737477,1.7813980401649656,-0.03232465479609099,1.1749296646125744,2.1898712944081025
B.44,22:00-00:00,Somewhat insensitive,Very important,Sometimes,Several times per week,Once per week,Non-smoker,Sometimes,Mostly private,Often take initiative,Avoid confrontation,Not important / flexible,Very,Slightly compatible,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,B.44.2,female,21.0,Student,Spain,85,5,5,2.5,2.0,2.0,3.5,2.5,2,4,2,4,4,3,2,4,4,2.0,0,0,0.9901324736402695,0.5147303204872405,0.1731531158754222,0.7705663601325153,0.10198886175613694,-0.8451872833542163,1.2364544696992639
B.44,22:00-00:00,Neutral,Very important,Rarely,Rarely,Rarely,Smoker,Rarely,Very social,Take responsibility for most,Compromise quickly,Similar daily routines,Extremely,Slightly compatible,Strongly disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly disagree,B.44.1,unknown,24.0,Student,South Korea,177,187,5,2.5,3.0,3.5,2.5,3.0,3,4,1,2,2,2,5,5,5,2.0,1,0,-0.0016531170157961933,0.21967176141619643,-0.4544316501927904,1.7976476976827849,1.3427660147673686,0.8643055727878004,1.583972340799193
B.44,Before 22:00,Somewhat insensitive,Extremely important,Sometimes,Once per week,A few times per month,Non-smoker,Very often,Mostly private,Take responsibility for most,"Be direct, even if uncomfortable",Reliability in shared spaces,Slightly,Not at all compatible,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,B.44.3,unknown,,Unknown,Unknown,318,67,5,3.0,3.0,3.0,2.5,3.0,2,5,2,3,3,5,2,5,2,1.0,0,0,2.2262813937726738,-0.40938353887804063,0.11269325762818491,0.5995166085126471,0.5361705920313229,-0.3979338961549977,1.985567292178029
B.51,Before 22:00,Neutral,Moderately important,Most of the time,Several times per week,Rarely,Non-smoker,Sometimes,Mostly private,Often take initiative,Try to solve problems through discussion,Being social and engaging,Extremely,Very compatible,Strongly agree,Agree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,B.51.1,male,23.0,Student,Belgium,97,36,4,3.5,3.5,3.0,3.0,3.0,3,3,4,4,2,3,2,4,5,4.0,0,0,0.7165793041799132,1.5114043942126119,-0.7901050629724421,-0.5567812514934787,0.01712278482255155,-0.3774939832442023,1.3294879370701478
B.51,22:00-00:00,Neutral,Moderately important,Most of the time,Rarely,Once per week,Non-smoker,Rarely,Quiet & private,Do my fair share,Avoid confrontation,Respect for boundaries,Moderately,Very compatible,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,B.51.2,female,32.0,Student,India,97,279,4,4.0,2.5,2.5,3.0,3.0,3,3,4,2,4,2,1,3,3,4.0,0,2,-0.26260026484539223,-0.2864795388133881,0.2170781150619474,0.36910110586581857,-2.2332746330149327,0.17644891377639466,2.628779370397957
B.51,22:00-00:00,Neutral,Extremely important,Often,Several times per week,Rarely,Non-smoker,Sometimes,Very social,Take responsibility for most,Avoid confrontation,Reliability in shared spaces,Slightly,Moderately compatible,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,B.51.3,unknown,24.0,Employed,Nigeria,147,5,4,2.5,3.5,2.5,2.5,3.0,3,5,3,4,2,3,5,5,2,3.0,0,0,0.5454885858174646,0.5896643616662808,-1.0825733373313073,0.643139555505152,0.7722407632372577,0.37379486987464194,1.455666468793111
B.51,22:00-00:00,Somewhat sensitive,Extremely important,Often,Several times per week,Never,Non-smoker,Very often,Social & lively,Do them when asked,Avoid confrontation,Respect for boundaries,Extremely,Very compatible,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,B.51.4,unknown,32.0,Employed,Sri Lanka,113,5,4,2.5,3.0,3.5,2.5,3.0,4,5,3,4,1,5,4,2,5,4.0,0,0,1.2465692352838564,-0.14943472687219414,0.10930042084037166,-1.7625691571175899,1.3547751367505991,0.6043569548378869,2.271827030790219
B.52,After 02:00,Very insensitive,Slightly important,Sometimes,Once per week,Rarely,Non-smoker,Never,Quiet & private,Do my fair share,Compromise quickly,Similar daily routines,Slightly,Moderately compatible,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Strongly agree,B.52.3,unknown,20.0,Student,India,99,279,4,3.5,2.5,2.5,2.5,2.0,1,2,2,3,2,1,1,3,2,3.0,0,2,-1.0198290050456067,-0.8916608118133237,-1.4147940077153147,0.9918249727726904,-2.5163396905736555,-2.590726320351689,3.840855360785579
B.52,Before 22:00,Very sensitive,Moderately important,Sometimes,Several times per week,A few times per month,Smoker,Rarely,Mostly private,Often take initiative,Compromise quickly,Being social and engaging,Moderately,Very compatible,Disagree,Disagree,Disagree,Agree,Agree,Agree,B.52.4,male,21.0,Student,France,116,5,4,2.5,4.0,4.5,2.5,3.0,5,3,2,4,3,2,2,4,3,4.0,1,1,0.3294278828664464,0.7682761546846589,-1.3940187575384462,-1.4604835447106714,0.6864922922636283,1.304243263920837,2.3723343397297936
B.52,22:00-00:00,Somewhat sensitive,Very important,Often,Once per week,Several times per week,Non-smoker,Rarely,Balanced,Do my fair share,Avoid confrontation,Shared interests / personality fit,Very,Slightly compatible,Strongly agree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,B.52.1,unknown,19.0,Student,Myanmar,55,309,4,2.0,3.0,2.5,3.0,3.0,4,4,3,3,5,2,3,3,4,2.0,0,1,-1.6403616874981917,0.28064123630146925,-0.42217793821150834,-0.5683435373608364,1.0414000861123034,1.3491396353944773,2.177435627731284
